City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,brownfield,33.1812,-102.2744,278.68,30,0,4.22,US,1700718156
285,dawei,14.0833,98.2,305.17,46,74,1.33,MM,1700718156
286,vila velha,-20.3297,-40.2925,297.12,82,20,3.6,BR,1700717896
287,port elizabeth,-33.918,25.5701,296.31,60,0,2.57,ZA,1700718156
288,pitimbu,-7.4706,-34.8086,299.48,67,32,5.46,BR,1700718156
289,vilyuysk,63.7553,121.6247,240.96,98,92,2.52,RU,1700718156
290,remire-montjoly,4.9167,-52.2667,298.17,94,20,0.51,GF,1700718156
291,beltran,-27.8291,-64.061,293.29,86,96,2.11,AR,1700718156
292,kerikeri,-35.2268,173.9474,292.54,88,80,0.89,NZ,1700718156
293,la'ie,21.6477,-157.9253,299.13,86,37,1.79,US,1700718156
294,meknes,33.9776,-5.525,280.64,81,0,3.6,MA,1700718156
295,cabugao,17.7931,120.4578,303.09,70,42,3.87,PH,1700718157
296,tamanrasset,22.785,5.5228,280.1,29,0,1.54,DZ,1700718157
297,novaya igirma,57.1334,103.9112,257.97,80,100,2.31,RU,1700718157
298,greymouth,-42.4667,171.2,286.32,90,100,6.1,NZ,1700718157
299,kudahuvadhoo,2.6708,72.8944,300.6,79,100,3.9,MV,1700718157
300,zima,53.9202,102.0442,258.42,69,26,1.05,RU,1700718157
301,ayr,55.4627,-4.6339,286.1,92,100,12.29,GB,1700718157
302,doume,4.2333,13.45,293.24,95,99,1.64,CM,1700718157
303,rawson,-43.3002,-65.1023,286.69,45,47,11.65,AR,1700718157
304,hasaki,35.7333,140.8333,295.53,68,100,9.42,JP,1700718157
305,sainte-anne-des-monts,49.124,-66.4924,274.08,100,100,1.54,CA,1700718158
306,porto novo,6.4965,2.6036,297.98,90,74,2.2,BJ,1700717986
307,la serena,-29.9078,-71.2542,286.88,94,0,1.54,CL,1700718158
308,north bend,43.4065,-124.2243,284.41,87,100,3.6,US,1700718158
309,rongelap,11.1635,166.8941,301.04,74,21,7.96,MH,1700718158
310,calama,-22.4667,-68.9333,280.42,33,0,7.2,CL,1700718158
311,san patricio,28.017,-97.5169,286.39,46,100,2.91,US,1700718158
312,side,36.7667,31.3885,289.96,61,22,1.49,TR,1700718158
313,yanchep,-31.55,115.6833,313.12,30,25,2.96,AU,1700718158
314,kirakira,-10.4544,161.9205,298.89,92,100,3.43,SB,1700718158
315,sorong,-0.8833,131.25,302.93,69,95,4.14,ID,1700718158
316,kardla,58.9978,22.7492,276.51,100,75,1.54,EE,1700718158
317,yuzhno-kurilsk,44.0306,145.8556,282.8,65,99,7.19,RU,1700718159
318,freeport,40.6576,-73.5832,284.81,84,100,2.57,US,1700718159
319,nikolayevsk-on-amure,53.1406,140.73,261.03,77,100,2.75,RU,1700718159
320,kingston,17.997,-76.7936,300.68,85,75,2.57,JM,1700718011
321,puerto baquerizo moreno,-0.9,-89.6,297.45,79,70,4.76,EC,1700718010
322,al faw,29.9776,48.4741,286.15,39,99,5.39,IQ,1700718159
323,moundou,8.5667,16.0833,298.33,40,80,1.02,TD,1700718159
324,nzega,-2.479,29.5564,289.17,87,100,0.96,RW,1700718159
325,kaspiyskiy,45.3929,47.3707,272.54,96,100,4.64,RU,1700718159
326,maxixe,-23.8597,35.3472,302.05,65,0,2.06,MZ,1700718159
327,karratha,-20.7377,116.8463,309.86,23,0,6.71,AU,1700718159
328,inda silase,14.1031,38.2829,293.47,54,60,5.83,ET,1700718160
329,nili,33.7218,66.1302,281.5,26,9,3.03,AF,1700718160
330,saipan,15.1355,145.701,303.54,70,40,8.23,MP,1700718160
331,dryden,49.7833,-92.7503,263.31,67,20,3.09,CA,1700718160
332,hadithah,34.1397,42.3781,287.29,38,100,2.54,IQ,1700718160
333,ola,59.5833,151.2833,257.12,79,100,4.94,RU,1700718160
334,monte alegre,-2.0078,-54.0692,298.67,82,80,2.27,BR,1700718160
335,stephenville,32.2207,-98.2023,282.59,70,0,0.0,US,1700717960
336,sassandra,4.95,-6.0833,298.13,92,53,1.42,CI,1700718160
337,aksu,41.1231,80.2644,280.54,20,30,0.56,CN,1700717959
338,lerwick,60.1545,-1.1494,281.15,67,91,17.55,GB,1700718160
339,manaure,11.7751,-72.4445,299.78,82,67,2.58,CO,1700718160
340,zhezqazghan,47.7833,67.7667,272.47,86,100,12.0,KZ,1700718161
341,soligalich,59.0778,42.2864,260.55,96,98,1.81,RU,1700718161
342,arteche,12.2645,125.4048,301.86,84,40,2.06,PH,1700718161
343,wangaratta,-36.3667,146.3333,306.19,29,56,3.35,AU,1700718161
344,la ronge,55.1001,-105.2842,256.29,71,75,2.57,CA,1700718161
345,crumlin,54.6243,-6.2156,285.24,93,100,10.29,GB,1700718161
346,maua,-23.6678,-46.4614,299.04,73,82,2.39,BR,1700718161
347,wickenburg,33.9686,-112.7296,286.02,22,3,2.05,US,1700718161
348,sola,-13.8833,167.55,299.75,70,69,7.19,VU,1700718161
349,ciudad acuna,29.3232,-100.9522,282.31,57,0,0.0,MX,1700718161
350,varna,43.2167,27.9167,278.23,87,100,1.54,BG,1700718051
351,smithers,54.7804,-127.1743,273.33,100,100,1.03,CA,1700718162
352,dieppe,49.75,1.1667,283.72,92,91,0.89,FR,1700718162
353,lindale,32.5157,-95.4094,279.05,88,0,0.0,US,1700718162
354,selfoss,63.9331,-20.9971,273.72,65,58,7.59,IS,1700718162
355,argo,37.6333,22.7333,289.7,83,100,1.13,GR,1700718162
356,hailey,43.5196,-114.3153,275.26,74,100,1.79,US,1700718162
357,acara,-1.9608,-48.1967,295.86,99,89,1.09,BR,1700718162
358,weno,7.4515,151.8468,304.12,74,40,3.6,FM,1700718162
359,chimoio,-19.1164,33.4833,297.07,83,20,2.5,MZ,1700718095
360,fale old settlement,-9.3852,-171.2468,301.93,76,61,5.01,TK,1700718162
361,kununurra,-15.7667,128.7333,299.14,78,100,1.03,AU,1700718162
362,kani keli,-12.9536,45.1033,301.74,72,64,5.44,YT,1700718163
363,akureyri,65.6835,-18.0878,272.11,74,100,5.14,IS,1700718163
364,mananjary,-21.2167,48.3333,299.84,73,44,2.5,MG,1700718163
365,juchipila,21.4167,-103.1167,289.72,84,98,2.62,MX,1700718163
366,itoman,26.1247,127.6694,299.36,57,20,5.14,JP,1700718163
367,bikenibeu village,1.3673,173.1241,305.13,66,20,1.03,KI,1700718163
368,yulinshi,38.2906,109.7494,268.86,14,0,3.87,CN,1700718163
369,thinadhoo,0.5333,72.9333,300.68,80,79,3.86,MV,1700718163
370,gemeinde friedland,51.4167,9.9333,277.3,86,99,2.68,DE,1700717905
371,konarka,19.9,86.1167,301.37,50,0,3.57,IN,1700718163
372,conception bay south,47.4999,-52.9981,271.89,85,70,4.42,CA,1700718163
373,east ballina,-28.8667,153.5833,298.04,66,81,4.51,AU,1700718164
374,papao,-17.75,-149.55,299.97,89,80,11.95,PF,1700718164
375,broome,42.2506,-75.833,277.98,91,100,5.14,US,1700718164
376,hammerfest,70.6634,23.6821,267.4,68,0,5.14,NO,1700718164
377,naze,28.3667,129.4833,295.66,74,42,4.93,JP,1700718164
378,vadakku viravanallur,8.7,77.5333,299.96,81,100,1.16,IN,1700718164
379,twin falls,42.3505,-114.6445,274.34,69,100,3.09,US,1700718164
380,badger,64.8,-147.5333,259.29,85,75,0.0,US,1700718164
381,teguise,29.0605,-13.564,290.27,72,75,3.09,ES,1700718059
382,san juan de alicante,38.4015,-0.4362,284.84,60,0,2.06,ES,1700718164
383,tres palos,18.1833,-101.6167,294.03,95,100,1.21,MX,1700718164
384,san cristobal,7.7669,-72.225,294.25,96,92,0.74,VE,1700718164
385,shenjiamen,29.9576,122.298,291.9,65,1,6.41,CN,1700718165
386,vicam,27.6333,-110.2833,291.48,57,0,0.69,MX,1700718165
387,chalisgaon,20.4667,75.0167,301.84,36,0,0.66,IN,1700718165
388,klyuchi,52.2667,79.1667,273.46,73,100,5.23,RU,1700718165
389,mount pearl,47.5166,-52.7813,271.56,86,100,4.63,CA,1700718124
390,sumberpucung,-8.1586,112.4829,305.37,49,98,3.91,ID,1700718165
391,chibougamau,49.9168,-74.3659,267.94,86,100,1.54,CA,1700718165
392,bereznik,62.8551,42.7072,254.94,100,94,1.26,RU,1700718165
393,lastoursville,-0.8143,12.7287,295.75,99,100,0.85,GA,1700718165
394,nova sintra,14.8667,-24.7167,297.14,68,97,7.64,CV,1700718165
395,hamilton,39.1834,-84.5333,276.36,88,0,1.54,US,1700718165
396,mahina,-17.5065,-149.489,300.02,78,40,1.03,PF,1700718166
397,terrace,54.5163,-128.6035,277.1,100,100,1.54,CA,1700718166
398,oromocto,45.8351,-66.4792,276.88,100,100,5.14,CA,1700718059
399,nuuk,64.1835,-51.7216,269.49,63,13,1.54,GL,1700718146
400,ciudad lazaro cardenas,17.9583,-102.2,297.76,81,100,1.08,MX,1700718166
401,port lincoln,-34.7333,135.8667,292.94,60,55,6.2,AU,1700718166
402,iquique,-20.2208,-70.1431,291.17,72,62,1.28,CL,1700717992
403,saldanha,-33.0117,17.9442,291.18,85,2,1.33,ZA,1700718166
404,chapeco,-27.0964,-52.6183,291.35,99,98,1.04,BR,1700718166
405,corte,42.25,9.25,285.37,89,34,3.32,FR,1700718166
406,la passe,45.5549,-0.8967,278.16,81,21,3.4,FR,1700718166
407,pundong,-7.9522,110.3486,304.08,64,100,6.21,ID,1700718166
408,gretna,29.9147,-90.054,288.14,66,0,1.54,US,1700718166
409,phan rang-thap cham,11.5667,108.9833,303.29,53,68,7.51,VN,1700718167
410,walvis bay,-22.9575,14.5053,288.76,71,56,2.52,NA,1700718167
411,antsohihy,-14.8796,47.9875,306.49,38,87,4.53,MG,1700718167
412,box elder,41.5005,-112.8764,277.03,62,87,1.03,US,1700718167
413,port hedland,-20.3167,118.5667,313.18,15,1,8.23,AU,1700718167
414,dudinka,69.4058,86.1778,244.54,99,77,3.45,RU,1700718032
415,bakanas,44.8081,76.2772,282.29,62,100,5.55,KZ,1700718167
416,irymple,-34.25,142.1667,293.22,85,100,2.58,AU,1700718167
417,manado,1.487,124.8455,307.58,52,40,3.6,ID,1700718159
418,ribeira brava,32.65,-17.0667,292.43,80,11,1.63,PT,1700718167
419,nguigmi,14.2495,13.1092,296.06,23,34,3.0,NE,1700718167
420,calvi,42.5,8.8333,284.5,47,0,6.17,FR,1700717418
421,chake chake,-5.2459,39.7666,300.38,83,49,2.99,TZ,1700718168
422,aluksne,57.4167,27.05,270.54,91,100,7.65,LV,1700718168
423,turpan,42.9333,89.1667,281.38,36,5,1.21,CN,1700718168
424,dhuwaran,22.2333,72.8,298.34,30,0,2.4,IN,1700718168
425,lwowek slaski,51.1107,15.5858,276.92,69,100,7.2,PL,1700718168
426,kavieng,-2.5744,150.7967,300.95,76,96,2.7,PG,1700718168
427,khawr fakkan,25.3313,56.342,300.18,47,0,0.44,AE,1700718168
428,kalyazin,57.2403,37.8433,260.94,97,82,3.62,RU,1700718168
429,fernley,39.608,-119.2518,284.18,29,100,1.15,US,1700718168
430,great falls,47.5002,-111.3008,273.53,88,100,4.12,US,1700718168
431,ciudad constitucion,25.0369,-111.6644,292.36,43,0,1.44,MX,1700718168
432,kuta,-8.7233,115.1723,306.12,62,20,5.14,ID,1700718169
433,haiku-pauwela,20.9219,-156.3051,297.62,84,75,2.57,US,1700718169
434,tulun,54.5611,100.5792,258.03,73,10,2.02,RU,1700718169
435,puerto leguizamo,-0.1934,-74.7819,297.13,82,81,0.59,CO,1700718169
436,labrador city,52.9463,-66.9114,268.1,93,100,1.54,CA,1700718169
437,soio,-6.1349,12.3689,299.68,83,100,1.0,AO,1700718169
438,berea,41.3662,-81.8543,277.17,91,100,2.57,US,1700718169
439,moires,35.0532,24.8744,290.49,81,100,1.34,GR,1700718169
440,laguna de perlas,12.3429,-83.6712,298.53,90,93,4.51,NI,1700718169
441,upington,-28.4478,21.2561,298.36,19,0,1.54,ZA,1700718169
442,cabedelo,-6.9811,-34.8339,299.52,66,59,5.88,BR,1700718169
443,nema,57.5067,50.5011,261.89,93,100,5.41,RU,1700718169
444,paita,-5.0892,-81.1144,293.45,82,64,4.15,PE,1700718170
445,howrah,22.5892,88.3103,299.15,61,0,1.54,IN,1700718170
446,tralee,52.2704,-9.7026,283.85,89,99,3.33,IE,1700718170
447,mahibadhoo,3.7833,72.9667,301.08,75,100,3.03,MV,1700718170
448,acapulco de juarez,16.8634,-99.8901,298.48,81,100,2.64,MX,1700718170
449,bairnsdale,-37.8333,147.6167,294.29,83,59,3.13,AU,1700718170
450,tikhvin,59.6451,33.5294,266.05,81,100,6.35,RU,1700718170
451,masaya sur,16.497,121.7456,300.34,82,99,3.37,PH,1700718170
452,ulladulla,-35.35,150.4667,295.8,75,100,5.01,AU,1700718170
453,salair,54.2312,85.7972,268.42,53,100,3.36,RU,1700718170
454,wuyang,31.9925,116.2472,289.56,21,0,6.69,CN,1700718170
455,cabanglasan,8.1214,125.3275,300.87,79,17,1.92,PH,1700718171
456,gorontalo,0.5412,123.0595,304.04,71,41,1.82,ID,1700718171
457,mata-utu,-13.2816,-176.1745,301.25,73,63,4.99,WF,1700717893
458,idil,37.3411,41.8895,278.11,81,75,4.12,TR,1700718171
459,yatou,37.15,122.3833,278.41,82,73,7.7,CN,1700718171
460,bridgewater,44.3835,-64.5155,281.94,95,100,4.63,CA,1700718058
461,huarmey,-10.0681,-78.1522,292.45,87,68,3.29,PE,1700718171
462,healesville,-37.65,145.5167,302.46,58,65,2.24,AU,1700718171
463,tataouine,32.9297,10.4518,282.53,67,0,5.82,TN,1700718171
464,madingou,-4.1536,13.55,296.84,94,95,1.11,CG,1700718171
465,tongliao,43.6125,122.2653,266.44,71,100,6.34,CN,1700718114
466,dalandzadgad,43.5708,104.425,263.84,38,4,0.02,MN,1700718172
467,tympaki,35.0729,24.7685,291.05,81,100,1.34,GR,1700718172
468,an nuhud,12.7,28.4333,298.99,20,39,6.53,SD,1700718172
469,iquitos,-3.7481,-73.2472,298.17,88,0,0.0,PE,1700718010
470,krasnomayskiy,57.6194,34.4099,265.36,70,100,5.6,RU,1700718172
471,burley,42.5357,-113.7928,274.43,75,40,2.06,US,1700718172
472,tondano,1.3038,124.9112,303.2,60,22,1.38,ID,1700718172
473,olyokminsk,60.3736,120.4264,252.71,88,100,4.12,RU,1700718172
474,seoni,22.0833,79.5333,299.31,39,0,1.66,IN,1700718172
475,bardai,11.65,7.2333,292.47,48,10,2.63,NG,1700718172
476,brush,40.2589,-103.6238,281.04,36,32,5.66,US,1700718115
477,san pedro pochutla,15.7333,-96.4667,296.27,78,86,1.92,MX,1700718173
478,pangobilian,8.8011,117.8594,302.23,76,93,3.11,PH,1700718173
479,nogliki,51.8333,143.1667,261.67,90,100,3.13,RU,1700718173
480,rimus,16.8764,120.3966,303.1,62,25,3.78,PH,1700718173
481,tual,-5.6667,132.75,301.66,78,75,4.47,ID,1700718173
482,lliria,39.6333,-0.6,282.57,61,0,1.03,ES,1700718173
483,namibe,-15.1961,12.1522,296.56,78,42,7.65,AO,1700718173
484,asau,46.4333,26.4,271.66,94,99,2.0,RO,1700718173
485,nazret,8.55,39.2667,293.75,53,3,6.31,ET,1700718173
486,bhabhua,25.05,83.6167,299.42,31,0,1.87,IN,1700718173
487,douglas,41.3,-96.167,281.1,79,0,4.12,US,1700718173
488,glace bay,46.1969,-59.957,276.51,79,100,5.66,CA,1700718174
489,fort st. john,56.2499,-120.8529,264.09,92,20,2.57,CA,1700718174
490,colonel hill,22.7667,-74.2167,299.45,57,3,3.11,BS,1700718174
491,quellon,-43.1167,-73.6167,280.15,93,49,1.6,CL,1700718174
492,santa cruz,-17.8,-63.1667,296.85,88,20,1.54,BO,1700717894
493,fukuecho,32.6881,128.8419,295.35,64,40,6.69,JP,1700718174
494,itaituba,-4.2761,-55.9836,295.99,99,96,0.68,BR,1700718174
495,palmer,42.1584,-72.3287,278.38,83,0,2.57,US,1700718158
496,paphos,34.7667,32.4167,289.03,55,0,0.0,CY,1700718053
497,mahanoro,-19.9,48.8,299.27,75,99,2.15,MG,1700718174
498,puerto carreno,6.189,-67.4859,298.85,79,65,1.86,CO,1700718175
499,sinjar,36.3209,41.8754,284.4,45,100,1.8,IQ,1700718175
500,yaren,-0.5472,166.916,301.67,73,48,1.7,NR,1700718175
501,pisco,-13.7,-76.2167,292.18,88,0,2.06,PE,1700718175
502,kayar,14.9192,-17.1211,295.68,43,100,5.55,SN,1700718175
503,mont-dore,-22.2833,166.5833,298.14,74,16,6.53,NC,1700718175
504,laojunmiao,39.8333,97.7333,276.08,24,2,2.04,CN,1700718175
505,letlhakane,-21.4167,25.5833,302.93,30,76,6.79,BW,1700718175
506,northam,51.0333,-4.2167,286.85,92,81,5.72,GB,1700718175
507,chernyshevskiy,63.0128,112.4714,248.08,95,98,2.02,RU,1700718175
508,louhans,46.6667,5.1667,273.27,93,61,2.27,FR,1700718175
509,masonboro,34.1793,-77.8475,284.19,85,0,5.66,US,1700718175
510,gadzhiyevo,69.2551,33.3362,265.69,83,100,9.2,RU,1700718176
511,aldinga beach,-35.2793,138.4604,290.05,49,100,5.43,AU,1700718176
512,bereket,39.2446,55.5154,288.5,30,8,5.02,TM,1700718176
513,ryotsu-minato,38.0833,138.4333,290.99,69,90,6.57,JP,1700718176
514,nouadhibou,20.931,-17.0347,295.14,49,90,5.66,MR,1700718176
515,piacabucu,-10.4056,-36.4344,298.24,79,0,5.38,BR,1700718176
516,shache,38.4167,77.2406,280.21,22,6,0.72,CN,1700718176
517,kisangani,0.5167,25.2,296.77,93,97,0.37,CD,1700718176
518,jinka,5.65,36.65,294.68,72,73,1.23,ET,1700718176
519,amanganj,24.4333,80.0333,299.71,33,0,0.76,IN,1700718176
520,weyburn,49.6668,-103.8511,266.27,58,74,6.17,CA,1700718177
521,kangding,30.0513,101.9603,285.36,30,100,1.06,CN,1700718177
522,maricopa,33.0581,-112.0476,291.34,44,0,2.57,US,1700718177
523,sumbawanga,-7.9667,31.6167,293.0,64,100,3.96,TZ,1700718177
524,rampur,28.8167,79.0333,296.84,33,0,2.56,IN,1700718177
525,mugia,43.1041,-9.2179,285.32,68,70,8.81,ES,1700718177
526,san antonio de pale,-1.4014,5.6325,299.47,81,100,4.29,GQ,1700718177
527,illizi,26.4833,8.4667,283.04,64,0,0.95,DZ,1700718177
528,manokwari,-0.8667,134.0833,301.6,76,67,2.77,ID,1700718177
529,sao felix do xingu,-6.6447,-51.995,294.74,99,100,0.9,BR,1700718177
530,gisborne,-38.6533,178.0042,293.05,72,68,3.58,NZ,1700718177
531,doka,13.5167,35.7667,302.36,51,90,5.67,SD,1700718178
532,usogorsk,63.4106,48.6872,260.74,95,100,2.67,RU,1700718178
533,sao jose da coroa grande,-8.8978,-35.1478,298.56,74,12,4.91,BR,1700718178
534,egilsstadir,65.2653,-14.3948,271.1,74,75,7.2,IS,1700718178
535,port blair,11.6667,92.75,303.17,66,20,4.12,IN,1700718178
536,isla mujeres,21.2311,-86.731,296.02,77,55,3.31,MX,1700718178
537,clinton,42.587,-82.9199,278.68,80,100,2.57,US,1700718178
538,undurkhaan,47.3194,110.6556,253.22,83,2,2.34,MN,1700718178
539,christchurch,-43.5333,172.6333,292.56,65,75,11.32,NZ,1700718148
540,muli,2.9167,73.5667,300.88,79,99,3.36,MV,1700718178
541,ijebu-ife,6.7784,4.0339,296.61,96,51,0.57,NG,1700718179
542,rikaze,29.25,88.8833,277.95,8,0,0.82,CN,1700718179
543,crescent city,41.756,-124.2018,284.53,94,20,2.57,US,1700718179
544,kiffa,16.6166,-11.4045,295.93,13,98,4.25,MR,1700718179
545,rio grande,-32.035,-52.0986,291.45,79,60,4.43,BR,1700718143
546,pangody,65.85,74.4859,261.31,79,100,10.03,RU,1700718179
547,thandla,23.0,74.5667,300.95,32,0,2.53,IN,1700718179
548,raduzhnyy,62.0961,77.475,264.14,80,100,7.63,RU,1700718179
549,sarykemer,43.0,71.5,281.86,44,93,8.81,KZ,1700718179
550,kloulklubed,7.0419,134.2556,303.43,76,96,8.04,PW,1700718179
551,zhalantun,48.0,122.7167,262.66,56,100,2.03,CN,1700718179
552,suva,-18.1416,178.4415,299.86,78,40,3.09,FJ,1700718179
553,midvagur,62.0511,-7.1939,276.61,81,75,12.86,FO,1700718180
554,hobyo,5.3505,48.5268,302.09,70,59,7.95,SO,1700718180
555,kurchatov,51.6601,35.6521,267.27,82,42,3.2,RU,1700718180
556,kayangel,8.0823,134.7173,301.91,78,96,7.31,PW,1700718180
557,nizhniy odes,63.6445,54.856,261.76,94,100,3.3,RU,1700718180
558,codrington,-38.2667,141.9667,291.22,67,80,7.84,AU,1700718180
559,idri,27.5,13.2667,285.62,58,0,2.43,LY,1700718180
560,shenkursk,62.1091,42.896,257.11,99,91,0.89,RU,1700718180
561,ambon,-3.6954,128.1814,306.23,62,20,4.12,ID,1700718180
562,mount gambier,-37.8333,140.7667,291.52,65,91,6.43,AU,1700718180
563,caluula,11.9661,50.7569,300.2,73,87,6.64,SO,1700718181
564,pathein,16.7833,94.7333,303.17,62,80,2.92,MM,1700718181
565,severo-yeniseyskiy,60.3725,93.0408,256.25,93,44,0.45,RU,1700718181
566,malango,-2.9627,119.9001,304.12,47,79,2.56,ID,1700718181
567,oranjemund,-28.55,16.4333,292.37,65,1,4.94,NA,1700718012
568,brookings,44.3114,-96.7984,270.98,69,0,4.12,US,1700718181
569,hami,42.8,93.45,277.86,17,4,2.1,CN,1700718181
570,shingu,33.7333,135.9833,293.42,64,40,3.69,JP,1700718181
